Gradient,Site,Name,Number_name,MAP,MAT,AI,Soil_Temp,Water_activity,Water_content,SOM_perc,SOM,pH,TOC_perc,TC_perc,TN_perc,TOC,TC,TN,C_N,NH4,PO43,SO42,Sand_perc,Silt_perc,Clay_perc,Sand,Silt,Clay,Litter,L_TC_perc,L_TN_perc,L_TC,L_TN,CO2_dark,CO2_light,CH4_ave,N2O,BB_2,BB,FB,chla,chlb,carotene,EPS,alpha,beta,xyl,cbh,gla,fos,leu,phe,16S,ITS2,mcrA,pmoA,nifH,AOA,AOB,qnorB,nosZ,phoD,Respiration,BB_BF,16S_ITS2,BB_16S,FB_ITS2,chla_chlb,carotene_chla,EPS_chla,EPS_BB,EPS_16S,ShannonEEA,TOC_TN,altitude,landcover_n,landcover
SP,SP01,T-SP1-a,1-SP01-A,1312.6171,12.1382,1.2484,16.4000,0.990,32.61,10.61,0.1061,4.3600,3.7610,3.7610,0.2770,0.0376,0.0376,0.0028,13.5776,10.79,11.35,45.62,46.95,37.3,15.75,0.4695,0.373,0.1575,852.82,1.36,49.06,0.0136,0.4906,108.9667,102.72,-16.7400,-2.3000,1.20E+08,2.64E-03,0.3121,0.3304,0.2465,0.1383,201.0945,0.0020,0.0157,0.0048,0.0000,0.0246,0.5937,0.0319,0.0000,3.86E+10,6.46E+08,2.18E+06,2.14E+09,6.86E+07,2.14E+08,4.16E+07,9.43E+08,1.02E+08,1.81E+09,0.02971528,0.0085,5.98E+01,6.83E-14,4.83E-10,1.3401,0.4186,608.7142,76.2288,5.21E-09,0.74456,13.57761733,344,4,Deciduous Broadleaf Forests
SP,SP01,T-SP1-b,2-SP01-B,1312.6171,12.1382,1.2484,13.2500,0.990,31.65,9.79,0.0979,4.1400,3.4810,3.4810,0.2740,0.0348,0.0348,0.0027,12.7044,31.01,17.47,47.18,46.95,37.3,15.75,0.4695,0.373,0.1575,323.2,1.19,48.85,0.0119,0.4885,237.9589,183.77,-60.7200,2.7600,1.24E+08,2.72E-03,0.0699,0.3164,0.1742,0.0965,185.5840,0.0013,0.0110,0.0082,0.0000,0.0117,0.1078,0.0252,0.3846,3.87E+10,5.58E+08,3.36E+06,1.71E+09,6.72E+07,2.71E+08,1.07E+07,1.04E+09,9.96E+07,1.53E+09,0.02621946,0.0389,6.94E+01,7.02E-14,1.25E-10,1.8169,0.3048,586.5113,68.2992,4.80E-09,1.36781,12.70437956,344,4,Deciduous Broadleaf Forests
SP,SP01,T-SP1-c,3-SP01-C,1312.6171,12.1382,1.2484,16.3000,0.990,32.13,11.49,0.1149,4.3400,4.7230,4.7230,0.3530,0.0472,0.0472,0.0035,13.3796,6.59,16.14,38.72,46.95,37.3,15.75,0.4695,0.373,0.1575,576.95,1.37,48.49,0.0137,0.4849,177.5767,157.86,-45.8400,-8.8900,1.01E+08,2.22E-03,0.1121,0.2268,0.1344,0.0844,245.7980,0.0016,0.0113,0.0086,0.0009,0.0153,0.4665,0.0404,0.0270,5.32E+10,4.71E+08,2.24E+06,2.36E+09,9.20E+07,2.35E+08,8.76E+06,1.48E+09,1.31E+08,2.62E+09,0.03305217,0.0198,1.13E+02,4.18E-14,2.38E-10,1.6883,0.3719,1083.5375,110.5120,4.62E-09,1.09790,13.3796034,344,4,Deciduous Broadleaf Forests
SP,SP01,T-SP1-d,4-SP01-D,1312.6171,12.1382,1.2484,16.1000,0.991,28.22,6.73,0.0673,4.5300,2.4710,2.4710,0.2230,0.0247,0.0247,0.0022,11.0807,5.46,6.61,31.09,46.95,37.3,15.75,0.4695,0.373,0.1575,956.15,1.47,48.77,0.0147,0.4877,156.9842,133.14,-53.0400,2.2600,7.97E+07,1.75E-03,,0.1129,0.0612,0.0364,164.1686,0.0000,0.0015,0.0008,0.0000,0.0034,0.0799,0.0117,0.0000,2.82E+10,2.57E+08,2.13E+06,6.20E+08,7.38E+07,2.13E+08,2.82E+06,9.08E+08,9.78E+07,1.22E+09,0.02342833,,1.10E+02,6.22E-14,,1.8441,0.3221,1453.4767,93.6482,5.82E-09,0.92578,11.08071749,344,4,Deciduous Broadleaf Forests
SP,SP01,T-SP1-e,5-SP01-E,1312.6171,12.1382,1.2484,16.1000,0.991,31.56,9.19,0.0919,4.2100,3.8080,3.8080,0.3110,0.0381,0.0381,0.0031,12.2444,6.19,12.93,51.44,46.95,37.3,15.75,0.4695,0.373,0.1575,567.93,1.26,45.01,0.0126,0.4501,75.4467,107.09,-29.5560,1.1600,1.33E+08,2.93E-03,0.0856,0.1977,0.1096,0.0657,249.0697,0.0009,0.0056,0.0028,0.0000,0.0130,0.1234,0.0354,0.6740,4.15E+10,4.55E+08,3.34E+06,7.87E+08,8.70E+07,2.36E+08,3.86E+06,1.37E+09,1.49E+08,2.54E+09,,0.0342,9.12E+01,7.06E-14,1.88E-10,1.8042,0.3322,1259.5976,85.0441,6.00E-09,1.04033,12.24437299,344,4,Deciduous Broadleaf Forests
SP,SP02,T-SP2-a,26-SP02-A,1253.2600,10.9707,1.0879,13.8750,0.994,10.43,7.94,0.0794,4.1600,2.7330,2.7330,0.2490,0.0273,0.0273,0.0025,10.9759,66.84,84.42,26.84,61.7,32.3,6,0.617,0.323,0.06,402.92,1.03,48.16,0.0103,0.4816,164.9680,175.89,-103.5600,-15.6100,2.48E+08,5.45E-03,0.3111,0.3970,0.1854,0.1090,197.8719,0.0028,0.0270,0.0100,0.0020,0.0075,0.0317,0.0112,0.0664,1.41E+10,5.73E+08,7.55E+05,5.78E+08,2.52E+07,2.27E+08,8.70E+06,4.90E+08,3.26E+07,3.31E+08,0.02286121,0.0175,2.46E+01,3.86E-13,5.43E-10,2.1417,0.2747,498.3983,36.3214,1.40E-08,2.29965,10.97590361,664.5,4,Deciduous Broadleaf Forests
SP,SP02,T-SP2-b,27-SP02-B,1253.2600,10.9707,1.0879,13.6250,0.991,16.03,8.11,0.0811,4.5400,4.0290,4.0290,0.3500,0.0403,0.0403,0.0035,11.5114,7.07,158.78,21.65,61.7,32.3,6,0.617,0.323,0.06,631.22,1.18,47.41,0.0118,0.4741,268.6905,248.68,-111.9600,5.7400,2.33E+08,5.12E-03,0.4517,0.5442,0.2785,0.1554,219.5214,0.0034,0.0206,0.0063,0.0004,0.0052,0.0272,0.0169,0.6491,2.38E+10,7.54E+08,1.21E+06,1.54E+09,5.01E+07,3.32E+08,3.65E+07,9.38E+08,6.32E+07,7.78E+08,0.02474401,0.0113,3.16E+01,2.15E-13,5.99E-10,1.9540,0.2856,403.3901,42.8464,9.22E-09,0.73935,11.51142857,664.5,4,Deciduous Broadleaf Forests
SP,SP02,T-SP2-c,28-SP02-C,1253.2600,10.9707,1.0879,13.5250,0.991,14.72,7.82,0.0782,4.4500,3.2540,3.2540,0.2650,0.0325,0.0325,0.0027,12.2792,9.20,112.02,23.37,61.7,32.3,6,0.617,0.323,0.06,696.82,1.11,51.29,0.0111,0.5129,131.5990,145.58,-99.9600,-0.5700,1.57E+08,3.46E-03,0.6522,0.6091,0.2997,0.1663,89.8003,0.0026,0.0180,0.0027,0.0002,0.0025,0.0156,0.0118,1.7281,2.30E+10,1.09E+09,1.34E+06,1.06E+09,5.12E+07,2.54E+08,5.72E+06,9.81E+08,5.13E+07,8.22E+08,0.03471148,0.0053,2.11E+01,1.50E-13,5.98E-10,2.0322,0.2731,147.4261,25.9500,3.90E-09,0.25828,12.27924528,664.5,4,Deciduous Broadleaf Forests
SP,SP02,T-SP2-d,29-SP02-D,1253.2600,10.9707,1.0879,13.7000,0.990,20.13,10.09,0.1009,5.0600,5.2060,5.2060,0.3610,0.0521,0.0521,0.0036,14.4211,79.37,143.31,22.44,61.7,32.3,6,0.617,0.323,0.06,250.35,1.05,47.35,0.0105,0.4735,176.8638,158.88,-102.1200,5.2900,2.77E+08,6.10E-03,1.0405,0.6008,0.2760,0.1710,101.5262,0.0106,0.0660,0.0087,0.0016,0.0062,0.0196,0.0218,2.1063,3.05E+10,1.12E+09,1.26E+06,1.63E+09,5.33E+07,1.66E+08,2.94E+07,9.93E+08,5.49E+07,1.05E+09,0.03474105,0.0059,2.72E+01,2.00E-13,9.29E-10,2.1769,0.2847,168.9816,16.6479,3.33E-09,0.45546,14.42105263,664.5,4,Deciduous Broadleaf Forests
SP,SP02,T-SP2-e,30-SP02-E,1253.2600,10.9707,1.0879,13.7000,0.989,9.03,6.11,0.0611,4.0500,2.7420,2.7420,0.2330,0.0274,0.0274,0.0023,11.7682,7.33,101.21,21.59,61.7,32.3,6,0.617,0.323,0.06,194.7,0.89,48.85,0.0089,0.4885,196.9202,154.03,-104.0400,-4.0900,1.34E+08,2.96E-03,0.4734,0.5180,0.2382,0.1469,151.1311,0.0017,0.0105,0.0034,0.0000,0.0037,0.0316,0.0062,1.6586,1.96E+10,1.06E+09,5.40E+06,9.21E+08,3.36E+07,1.46E+07,2.29E+06,4.56E+08,4.77E+07,6.80E+08,,0.0062,1.85E+01,1.51E-13,4.47E-10,2.1746,0.2836,291.7514,51.1049,7.71E-09,0.27302,11.76824034,664.5,4,Deciduous Broadleaf Forests
SP,SP03,T-SP3-a,51-SP03-A,719.5300,13.8481,0.5644,24.8000,0.773,1.49,3.37,0.0337,4.9700,1.6080,1.6080,0.0710,0.0161,0.0161,0.0007,22.6479,13.75,4.32,16.61,72.8,21.35,5.85,0.728,0.2135,0.0585,968.53,0.48,48.86,0.0048,0.4886,74.5585,71.24,-21.5880,13.9000,4.70E+07,1.03E-03,0.1725,0.2279,0.1538,0.1837,117.3508,0.0041,0.0322,0.0046,0.0018,0.0080,0.3002,0.0171,1.3522,8.18E+09,7.18E+08,3.69E+05,2.77E+08,2.16E+07,3.69E+04,6.96E+05,1.14E+08,1.74E+07,9.18E+08,0.04752481,0.0060,1.14E+01,1.26E-13,2.40E-10,1.4819,0.8061,515.0214,113.5792,1.43E-08,0.97654,22.64788732,259,1,Evergreen Needleleaf Forests
SP,SP03,T-SP3-b,52-SP03-B,719.5300,13.8481,0.5644,26.0750,0.850,2.66,5.78,0.0578,4.4300,2.7470,2.7470,0.1000,0.0275,0.0275,0.0010,27.4700,7.49,3.96,20.76,72.8,21.35,5.85,0.728,0.2135,0.0585,665.09,0.63,48.32,0.0063,0.4832,107.5337,110.50,-25.0800,-3.4500,8.16E+06,1.80E-04,,0.4443,0.4329,0.4980,102.0035,0.0107,0.0843,0.0112,0.0107,0.0172,0.0859,0.0153,1.2893,1.06E+10,8.39E+08,5.76E+05,3.42E+08,3.06E+07,5.37E+04,3.35E+05,9.41E+07,1.96E+07,8.05E+08,0.04424341,,1.26E+01,1.69E-14,,1.0263,1.1208,229.5752,567.9912,9.62E-09,0.96143,27.4700000,259,1,Evergreen Needleleaf Forests
SP,SP03,T-SP3-c,53-SP03-C,719.5300,13.8481,0.5644,24.7500,0.872,2.66,5.75,0.0575,4.4000,3.1700,3.1700,0.1100,0.0317,0.0317,0.0011,28.8182,30.57,10.79,20.7,72.8,21.35,5.85,0.728,0.2135,0.0585,733.57,0.66,50.12,0.0066,0.5012,66.8089,53.92,-18.7560,-6.3600,6.62E+07,1.46E-03,0.2424,0.5907,0.6127,0.6460,107.3709,0.0106,0.0939,0.0073,0.0093,0.0423,0.4789,0.0145,0.1945,6.90E+09,1.02E+09,3.91E+05,2.25E+08,1.60E+07,5.20E+04,2.52E+05,4.69E+07,9.52E+06,4.06E+08,0.05081554,0.0060,6.76E+00,2.11E-13,2.38E-10,0.9640,1.0937,181.7796,73.6894,1.56E-08,1.82867,28.81818182,259,1,Evergreen Needleleaf Forests
SP,SP03,T-SP3-d,54-SP03-D,719.5300,13.8481,0.5644,27.6000,0.849,2.25,4.00,0.0400,4.9800,2.1820,2.1820,0.0910,0.0218,0.0218,0.0009,23.9780,94.70,3.86,24.12,72.8,21.35,5.85,0.728,0.2135,0.0585,856.92,0.66,37.76,0.0066,0.3776,55.8199,67.13,-10.8600,6.3400,9.45E+06,2.08E-04,0.2099,0.2096,0.1867,0.1707,129.6658,0.0067,0.0705,0.0048,0.0046,0.0188,0.4003,0.0143,1.7081,9.23E+09,3.78E+08,3.39E+05,3.06E+08,1.80E+07,9.51E+04,1.97E+06,1.37E+08,1.35E+07,7.48E+08,0.05089577,0.0010,2.44E+01,2.25E-14,5.55E-10,1.1228,0.8144,618.6376,623.4539,1.40E-08,1.06399,23.97802198,259,1,Evergreen Needleleaf Forests
SP,SP03,T-SP3-e,55-SP03-E,719.5300,13.8481,0.5644,26.4750,0.817,1.84,3.04,0.0304,4.8700,1.4100,1.4100,0.0580,0.0141,0.0141,0.0006,24.3103,5.09,3.04,20.37,72.8,21.35,5.85,0.728,0.2135,0.0585,976.86,0.82,47.82,0.0082,0.4782,67.9343,80.88,-12.1200,6.1200,3.44E+07,7.57E-04,0.2372,0.3127,0.3746,0.2858,114.6027,0.0111,0.0826,0.0035,0.0066,0.0367,0.4278,0.0140,2.3026,4.22E+09,3.45E+08,2.98E+05,1.66E+08,1.19E+07,2.87E+04,2.04E+05,5.67E+07,5.90E+06,4.21E+08,0.05034049,0.0032,1.22E+01,1.79E-13,6.88E-10,0.8348,0.9139,366.4849,151.3827,2.72E-08,0.99471,24.31034483,259,1,Evergreen Needleleaf Forests
SP,SP04,T-SP4-a,76-SP04-A,401.6923,13.4795,0.2461,23.1750,0.897,7.37,7.37,0.0737,7.7400,3.1370,8.3700,0.2080,0.0314,0.0837,0.0021,40.2404,4.15,20.08,19.86,57.7,27.55,14.75,0.577,0.2755,0.1475,522.66,0.45,41.72,0.0045,0.4172,128.6506,135.47,-103.0800,-6.8400,4.57E+07,1.01E-03,0.8937,0.4067,0.6578,0.4206,98.9527,0.0047,0.0155,0.0138,0.0071,0.0050,0.2670,0.0817,4.7954,1.27E+10,3.95E+08,3.57E+05,7.02E+08,1.05E+07,7.56E+07,4.65E+05,1.85E+08,8.45E+06,1.44E+09,0.00717969,0.0011,3.22E+01,7.92E-14,2.26E-09,0.6183,1.0342,243.3021,98.4150,7.79E-09,0.49948,15.08173077,925,7,Open Shrublands
SP,SP04,T-SP4-b,77-SP04-B,401.6923,13.4795,0.2461,24.6250,0.887,9.37,13.32,0.1332,7.4000,5.4230,10.9970,0.3410,0.0542,0.1100,0.0034,32.2493,5.34,34.96,25.34,57.7,27.55,14.75,0.577,0.2755,0.1475,2102.36,0.61,48.38,0.0061,0.4838,80.9187,103.40,-107.0400,-4.4600,1.12E+08,2.47E-03,1.7986,0.7800,1.2149,0.8821,124.9373,0.0094,0.0152,0.0202,0.0016,0.0107,0.3927,0.0983,3.0898,2.54E+10,7.50E+08,8.45E+05,1.32E+09,2.39E+07,1.39E+08,3.71E+06,3.53E+08,1.68E+07,2.19E+09,0.00745158,0.0014,3.39E+01,9.72E-14,2.40E-09,0.6420,1.1310,160.1759,50.6013,4.92E-09,0.81408,15.90322581,925,7,Open Shrublands
SP,SP04,T-SP4-c,78-SP04-C,401.6923,13.4795,0.2461,24.1500,0.919,8.41,6.59,0.0659,7.5600,2.7500,7.5250,0.2020,0.0275,0.0753,0.0020,37.2525,5.33,23.37,19.32,57.7,27.55,14.75,0.577,0.2755,0.1475,582.48,0.64,44.66,0.0064,0.4466,88.3767,97.19,-106.6800,-0.0300,3.54E+07,7.79E-04,1.4064,0.5837,0.8937,0.4258,95.6168,0.0051,0.0187,0.0065,0.0026,0.0024,0.0718,0.0719,3.9370,5.62E+09,1.99E+08,2.67E+05,6.12E+08,5.50E+06,3.83E+07,4.53E+05,1.34E+08,5.64E+06,8.21E+08,0.00797160,0.0006,2.82E+01,1.39E-13,7.07E-09,0.6532,0.7295,163.8007,122.7438,1.70E-08,0.34014,13.61386139,925,7,Open Shrublands
SP,SP04,T-SP4-d,79-SP04-D,401.6923,13.4795,0.2461,22.1250,0.791,5.46,6.85,0.0685,7.5700,2.8760,7.8850,0.1870,0.0288,0.0789,0.0019,42.1658,4.46,16.59,19.34,57.7,27.55,14.75,0.577,0.2755,0.1475,347.68,0.45,47.56,0.0045,0.4756,85.9650,144.57,-89.0400,-3.9300,8.16E+07,1.79E-03,0.9659,0.5874,0.9457,0.4905,204.1730,0.0015,0.0080,0.0032,0.0016,0.0018,0.0871,0.0618,3.1400,1.71E+10,8.79E+08,9.36E+05,1.30E+09,1.86E+07,9.18E+07,5.83E+05,2.92E+08,1.36E+07,1.76E+09,0.00828424,0.0019,1.95E+01,1.05E-13,1.10E-09,0.6211,0.8349,347.5615,113.7486,1.19E-08,0.36249,15.37967914,925,7,Open Shrublands
SP,SP04,T-SP4-e,80-SP04-E,401.6923,13.4795,0.2461,21.5250,0.844,6.96,10.41,0.1041,7.4700,4.6260,9.3600,0.2960,0.0463,0.0936,0.0030,31.6216,5.60,24.12,30.19,57.7,27.55,14.75,0.577,0.2755,0.1475,1217.59,0.81,47.40,0.0081,0.4740,106.5956,123.66,-74.6400,2.5000,5.43E+07,1.19E-03,,0.2114,0.3258,0.6162,193.8548,0.0120,0.0234,0.0112,0.0002,0.0086,0.1100,0.0710,2.8849,1.34E+10,9.75E+08,8.35E+05,1.68E+09,1.96E+07,1.31E+08,7.18E+05,2.38E+08,1.33E+07,1.94E+09,0.00527026,,1.37E+01,8.91E-14,,0.6490,2.9145,916.8762,162.3750,1.45E-08,0.53622,15.62837838,925,7,Open Shrublands
SP,SP05,T-SP5-a,101-SP05-A,265.1770,16.9802,0.1564,30.3500,0.568,1.23,1.94,0.0194,7.6800,0.7960,4.2040,0.1150,0.0080,0.0420,0.0012,36.5565,4.36,6.04,666.08,23.8,57.4,18.8,0.238,0.574,0.188,10.47,0.49,29.79,0.0049,0.2979,9.4779,20.89,-41.8800,-7.1200,7.01E+07,1.54E-03,0.1411,0.1096,0.1532,0.1329,92.1305,0.0145,0.0393,0.0500,0.0122,0.0028,0.0691,0.0421,0.6858,3.07E+08,8.47E+06,2.31E+04,1.40E+07,2.84E+05,6.35E+05,6.98E+03,2.80E+07,3.26E+05,7.69E+07,0.00386453,0.0109,3.62E+01,5.03E-12,1.67E-08,0.7150,1.2128,840.9865,59.7087,3.00E-07,1.42556,6.92173913,283,16,Barren
SP,SP05,T-SP5-b,102-SP05-B,265.1770,16.9802,0.1564,28.3750,0.710,1.40,1.93,0.0193,7.7600,0.6780,4.0650,0.1070,0.0068,0.0407,0.0011,37.9907,6.22,4.77,27.91,23.8,57.4,18.8,0.238,0.574,0.188,7.36,0.66,40.07,0.0066,0.4007,11.6409,13.45,-78.0000,-2.9700,1.07E+08,2.36E-03,0.1496,0.0936,0.1303,0.1031,47.5552,0.0122,0.0322,0.0299,0.0108,0.0034,0.0982,0.1406,0.2116,1.31E+08,2.43E+06,1.64E+04,8.30E+06,2.51E+05,1.06E+06,1.94E+04,3.89E+06,2.22E+05,4.07E+07,0.00352156,0.0158,5.39E+01,1.80E-11,6.16E-08,0.7187,1.1017,507.9918,20.1400,3.63E-07,2.24010,6.336448598,283,16,Barren
SP,SP05,T-SP5-c,103-SP05-C,265.1770,16.9802,0.1564,29.7250,0.721,1.51,0.80,0.0080,7.6700,0.7630,4.1790,0.1180,0.0076,0.0418,0.0012,35.4153,169.50,6.04,132.63,23.8,57.4,18.8,0.238,0.574,0.188,54.58,0.76,37.64,0.0076,0.3764,15.4030,28.19,-85.0800,-3.3200,1.60E+08,3.52E-03,0.0924,0.1373,0.1652,0.1200,65.7369,0.0122,0.0361,0.0416,0.0117,0.0099,0.1668,0.0644,0.5076,1.55E+09,2.88E+07,1.12E+05,6.78E+07,5.12E+05,6.30E+06,1.01E+04,2.41E+07,7.44E+05,3.02E+08,0.00673433,0.0380,5.38E+01,2.27E-12,3.21E-09,0.8308,0.8741,478.9086,18.6949,4.24E-08,1.84222,6.466101695,283,16,Barren
SP,SP05,T-SP5-d,104-SP05-D,265.1770,16.9802,0.1564,29.2500,0.570,2.95,1.90,0.0190,7.7300,0.4970,3.3060,0.0900,0.0050,0.0331,0.0009,36.7333,60.66,3.42,10497.8,23.8,57.4,18.8,0.238,0.574,0.188,23.22,0.50,36.22,0.0050,0.3622,15.0580,31.02,-25.3200,0.6000,7.78E+07,1.71E-03,,0.1019,0.1268,0.1308,33.6569,0.0110,0.0311,0.0147,0.0051,0.0077,0.1778,0.0352,0.4318,1.70E+07,1.67E+05,,9.29E+04,,,,9.22E+05,2.78E+04,6.33E+05,0.01269674,,1.02E+02,1.01E-10,,0.8040,1.2834,330.1408,19.6643,1.98E-06,1.67848,5.522222222,283,16,Barren
SP,SP05,T-SP5-e,105-SP05-E,265.1770,16.9802,0.1564,27.8250,0.542,1.05,2.12,0.0212,7.7200,0.8670,4.1910,0.1320,0.0087,0.0419,0.0013,31.7500,4.76,5,27.42,23.8,57.4,18.8,0.238,0.574,0.188,8.67,0.94,39.56,0.0094,0.3956,15.1568,25.67,-39.0000,-4.2400,8.92E+07,1.96E-03,0.2465,0.1157,0.1800,0.1483,100.2756,0.0162,0.0457,0.0236,0.0081,0.0216,0.6575,0.0297,0.6427,4.74E+09,7.81E+07,4.28E+05,2.07E+08,4.84E+06,3.03E+07,1.14E+05,7.42E+07,3.78E+06,1.07E+09,0.00687708,0.0080,6.07E+01,4.14E-13,3.16E-09,0.6423,1.2822,867.0511,51.1229,2.12E-08,1.61162,6.568181818,283,16,Barren
SP,SP06,G-SP6-a,116-SP06-A,859.2783,9.1914,0.7040,14.8500,0.993,30.59,23.60,0.2360,6.2400,12.2860,13.0250,0.8900,0.1229,0.1303,0.0089,14.6348,46.46,44.45,37.19,48.38,11.38,40.25,0.4838,0.1138,0.4025,740.58,0.99,45.45,0.0099,0.4545,186.5997,167.00,-7.7760,-1.5100,4.67E+08,1.03E-02,4.5268,0.9343,0.4450,0.4744,232.0268,0.0187,0.1345,0.0241,0.0156,0.0481,0.1384,0.2439,3.3156,6.20E+10,7.40E+08,1.94E+06,2.20E+09,1.41E+08,2.60E+07,7.90E+06,1.36E+09,1.40E+08,3.87E+09,0.03074589,0.0023,8.38E+01,1.66E-13,6.12E-09,2.0997,0.5078,248.3508,22.6072,3.74E-09,0.98467,13.80449438,1096,4,Deciduous Broadleaf Forests
SP,SP06,G-SP6-b,117-SP06-B,859.2783,9.1914,0.7040,15.0750,0.992,34.76,42.71,0.4271,5.8900,17.3200,19.4960,1.2480,0.1732,0.1950,0.0125,15.6218,85.05,64.91,56.11,48.38,11.38,40.25,0.4838,0.1138,0.4025,643.78,1.30,45.86,0.0130,0.4586,271.6193,251.26,-10.2840,-0.4200,5.03E+08,1.11E-02,,2.4654,1.2639,1.1000,334.9600,0.0038,0.0604,0.0105,0.0119,0.0380,0.4220,0.1821,2.8901,7.53E+10,1.70E+09,1.90E+06,3.32E+09,1.20E+08,5.83E+06,1.21E+07,1.82E+09,1.46E+08,3.76E+09,0.03422657,,4.43E+01,1.47E-13,,1.9506,0.4462,135.8643,30.2752,4.45E-09,1.06720,13.87820513,1096,4,Deciduous Broadleaf Forests
SP,SP06,G-SP6-c,118-SP06-C,859.2783,9.1914,0.7040,15.1250,0.991,31.41,40.33,0.4033,6.2500,14.8520,16.8130,1.0650,0.1485,0.1681,0.0107,15.7869,304.72,77.02,52.04,48.38,11.38,40.25,0.4838,0.1138,0.4025,561.38,1.12,46.42,0.0112,0.4642,311.2162,235.63,-15.6600,2.9400,9.94E+08,2.19E-02,7.4207,1.7194,0.7686,0.7914,321.5219,0.0063,0.0535,0.0248,0.0109,0.0386,0.4302,0.1690,2.8064,7.98E+10,1.16E+09,1.92E+06,2.06E+09,1.21E+08,1.77E+07,1.84E+07,1.30E+09,1.07E+08,5.09E+09,0.03039737,0.0029,6.88E+01,2.74E-13,6.40E-09,2.2372,0.4603,186.9921,14.7095,4.03E-09,1.09940,13.94553991,1096,4,Deciduous Broadleaf Forests
